0;21561
1;19375
2;24083
3;27453
4;28940
5;29829
6;30474
7;29927
8;29046
9;29153
10;29468
11;29659
12;30084
13;31034
14;31477
15;32413
16;33491
17;34880
18;35794
19;37256
20;38620
21;39659
22;41095
23;42749
24;43874
25;44985
26;46519
27;47952
28;48954
29;50079
30;50939
31;52202
32;53291
33;54633
34;55499
35;56410
36;57533
37;58835
38;59865
39;60129
40;60643
41;61722
42;62337
43;63281
44;63894
45;64639
46;64825
47;65595
48;65795
49;66939
50;66788
51;67562
52;67856
53;68437
54;69094
55;68819
56;69045
57;69535
58;69010
59;69257
60;68770
61;68913
62;69181
63;68998
64;69241
65;68541
66;68691
67;69277
68;68952
69;69213
70;68524
71;68323
72;68958
73;68476
74;68154
75;68475
76;67679
77;67815
78;67778
79;67025
80;67421
81;66800
82;66857
83;66426
84;66063
85;65665
86;65542
87;64671
88;64989
89;64577
90;64234
91;63714
92;63374
93;63115
94;62609
95;62537
96;62269
97;62393
98;62540
99;61790
100;61364
101;61199
102;61251
103;60932
104;60724
105;60642
106;60752
107;59824
108;60010
109;60070
110;59354
111;59648
112;60027
113;59883
114;59932
115;60163
116;60109
117;60220
118;59970
119;59579
120;60368
121;59981
122;60011
123;59363
124;59488
125;59453
126;59291
127;58905
128;58262
129;58463
130;58054
131;58156
132;58143
133;58106
134;57498
135;57311
136;57369
137;56950
138;57006
139;56804
140;56318
141;56209
142;56175
143;55829
144;55653
145;55467
146;55465
147;55112
148;54966
149;54910
150;54208
151;54608
152;54170
153;53832
154;53923
155;53841
156;53404
157;52987
158;52767
159;52566
160;52140
161;52625
162;53289
163;53948
164;54402
165;54232
166;55606
167;55145
168;56622
169;56853
170;55987
171;57208
172;57575
173;57691
174;56243
175;55161
176;55610
177;55635
178;56123
179;55780
180;55659
181;57311
182;57272
183;57869
184;58045
185;56945
186;57554
187;56515
188;55036
189;52391
190;51833
191;48972
192;48283
193;45807
194;45779
195;44753
196;44147
197;43569
198;44606
199;44406
200;47093
201;46525
202;43970
203;40780
204;38824
205;38488
206;40537
207;41730
208;39639
209;38502
210;37951
211;36206
212;33344
213;30714
214;28177
215;26104
216;24851
217;23293
218;21905
219;20772
220;19896
221;19038
222;18005
223;17409
224;16590
225;15914
226;15447
227;14615
228;14157
229;13299
230;12551
231;11761
232;11213
233;10639
234;9541
235;8891
236;8340
237;7626
238;7016
239;6174
240;5725
241;5235
242;4808
243;4439
244;3981
245;3686
246;3347
247;3042
248;2756
249;2649
250;2266
251;2115
252;1936
253;1574
254;1381
255;1767
