0;26;28;27
1;6;4;5
2;0;0;0
3;0;0;0
4;0;0;0
5;0;0;0
6;0;0;0
7;0;0;0
8;0;0;0
9;0;0;0
10;0;0;0
11;0;0;0
12;0;0;0
13;0;0;0
14;0;0;0
15;0;0;0
16;0;0;0
17;0;0;0
18;0;0;0
19;0;0;1
20;0;0;12
21;0;0;1
22;0;0;1
23;0;0;1
24;0;0;0
25;0;2;1
26;0;2;0
27;0;2;0
28;2;219;0
29;296;1223;0
30;565;2060;0
31;627;2469;0
32;801;2624;1
33;873;2421;0
34;852;2451;1
35;878;2173;0
36;1204;2018;0
37;933;2386;5
38;870;2716;10
39;976;2553;21
40;988;2337;10
41;835;2335;8
42;820;2402;1
43;1038;2243;73
44;919;2192;5
45;737;2009;11
46;696;1750;8
47;859;1651;8
48;815;1723;6
49;724;1364;15
50;654;1231;13
51;824;883;8
52;1023;394;7
53;879;82;5
54;882;40;2
55;1130;58;23
56;1100;165;142
57;889;86;74
58;958;66;428
59;892;118;1095
60;1056;100;1344
61;967;134;1531
62;842;107;1873
63;982;94;1681
64;975;79;1762
65;831;105;1546
66;833;127;1757
67;761;383;1572
68;995;377;1521
69;1070;342;1475
70;993;328;1451
71;918;307;1563
72;1080;302;1785
73;878;345;1846
74;796;254;1810
75;769;77;1713
76;744;61;1691
77;812;99;1673
78;826;77;1571
79;654;56;1530
80;647;64;1530
81;762;74;1480
82;847;80;1577
83;730;106;1496
84;700;105;1351
85;711;79;1274
86;668;101;1214
87;601;72;1199
88;442;37;1154
89;427;78;951
90;443;102;1159
91;416;64;926
92;269;64;635
93;235;117;441
94;138;94;364
95;86;83;311
96;93;87;284
97;70;110;208
98;55;71;166
99;82;104;181
100;79;125;286
101;79;67;233
102;81;73;240
103;90;81;259
104;70;66;227
105;57;81;101
106;52;83;67
107;96;88;94
108;65;79;70
109;44;57;54
110;47;46;48
111;54;48;72
112;74;75;80
113;79;63;98
114;63;67;73
115;73;62;83
116;59;64;58
117;51;64;58
118;95;83;95
119;84;96;80
120;80;59;82
121;71;75;75
122;56;71;63
123;58;52;61
124;67;82;66
125;61;70;69
126;41;42;48
127;61;60;98
128;72;89;98
129;71;76;75
130;108;115;96
131;81;74;74
132;71;85;104
133;143;137;213
134;89;89;73
135;47;40;40
136;42;44;51
137;61;63;94
138;130;156;220
139;864;891;897
140;273;241;180
141;147;88;41
142;233;67;60
143;93;90;76
144;52;93;89
145;65;79;61
146;67;99;70
147;64;65;59
148;57;47;50
149;145;76;87
150;85;62;69
151;67;60;80
152;94;75;94
153;76;64;63
154;83;65;97
155;67;57;71
156;66;58;83
157;124;115;120
158;69;70;76
159;80;85;84
160;76;74;84
161;68;85;62
162;60;63;74
163;50;73;69
164;63;74;61
165;82;75;87
166;59;60;79
167;89;97;106
168;76;71;71
169;64;82;76
170;72;60;69
171;90;60;63
172;93;89;73
173;79;77;75
174;85;85;68
175;45;66;54
176;80;81;82
177;167;172;149
178;79;77;78
179;63;48;63
180;81;78;88
181;55;47;43
182;48;35;65
183;144;117;139
184;390;387;367
185;123;151;137
186;91;85;123
187;60;86;88
188;64;73;95
189;58;72;82
190;44;70;60
191;68;85;71
192;72;62;75
193;59;55;37
194;74;85;72
195;104;123;113
196;475;548;535
197;554;437;514
198;100;95;122
199;188;187;215
200;79;84;73
201;66;69;63
202;65;82;68
203;58;70;60
204;49;65;96
205;121;96;128
206;321;355;244
207;127;110;174
208;99;87;104
209;95;104;93
210;69;101;84
211;116;105;92
212;74;96;89
213;76;81;77
214;71;71;65
215;86;87;85
216;69;59;74
217;2408;2408;2405
218;1604;1571;1550
219;1926;1927;1883
220;2764;2727;2847
221;2635;2472;2428
222;1716;1696;1664
223;679;610;672
224;3130;3080;3125
225;2512;2502;2505
226;2418;2442;2424
227;2141;2080;2068
228;3938;3894;3888
229;1386;1381;1380
230;4936;4870;4879
231;8255;8139;8198
232;12397;12403;12359
233;6982;6959;6987
234;69;75;91
235;80;84;90
236;134;106;91
237;107;91;90
238;61;46;49
239;96;45;46
240;90;53;61
241;90;71;52
242;158;90;105
243;2127;2098;2097
244;1506;1470;1474
245;634;613;612
246;11033;10997;11029
247;232;213;211
248;325;335;337
249;159;258;210
250;103;116;132
251;258;327;361
252;1049;876;903
253;1117;1123;1046
254;22672;33842;24084
255;222993;211722;221507
