0;684;10959;12523
1;699;3425;1948
2;835;3551;2444
3;1017;3246;2475
4;1075;3043;2595
5;960;2815;2576
6;1118;2779;2567
7;1079;2616;2541
8;1063;2631;2566
9;1036;2527;2560
10;1036;2522;2436
11;1021;2586;2313
12;1064;2579;2367
13;1067;2597;2314
14;992;2708;2270
15;955;2656;2277
16;936;2618;2249
17;988;2552;2068
18;1069;2608;2065
19;912;2545;1987
20;988;2540;2025
21;1015;2621;2019
22;962;2641;1944
23;1010;2470;2006
24;1007;2521;1876
25;954;2534;1959
26;948;2528;1901
27;1031;2473;1783
28;987;2488;1863
29;1037;2570;1770
30;1059;2582;1806
31;1077;2627;1871
32;1106;2736;1870
33;1049;2757;1977
34;1061;2712;1835
35;1068;2752;1944
36;1119;2721;1928
37;1159;2635;1858
38;1131;2616;1938
39;1184;2559;1791
40;1269;2417;1820
41;1251;2541;1847
42;1316;2457;1772
43;1337;2396;1728
44;1446;2421;1679
45;1435;2317;1744
46;1512;2283;1659
47;1552;2309;1661
48;1660;2215;1732
49;1721;2192;1751
50;1909;2143;1676
51;1908;2237;1652
52;1951;2131;1582
53;2151;2107;1618
54;2118;2198;1673
55;2318;2151;1688
56;2348;2119;1736
57;2421;2073;1660
58;2473;2198;1709
59;2612;2075;1683
60;2632;2055;1659
61;2672;2088;1787
62;2619;2079;1695
63;2579;2110;1672
64;2621;2003;1721
65;2607;2028;1734
66;2584;1990;1637
67;2499;1953;1688
68;2398;1995;1759
69;2383;2042;1640
70;2329;1990;1706
71;2226;2006;1680
72;2262;1903;1686
73;2171;1819;1680
74;2010;1850;1657
75;2056;1928;1637
76;1968;1903;1594
77;1774;1895;1637
78;1782;1865;1708
79;1788;1772;1681
80;1759;1812;1674
81;1723;1724;1723
82;1554;1787;1693
83;1650;1661;1690
84;1718;1642;1630
85;1627;1661;1728
86;1598;1597;1666
87;1633;1594;1672
88;1657;1566;1587
89;1678;1528;1645
90;1845;1538;1730
91;1790;1412;1591
92;1774;1529;1653
93;1764;1467;1671
94;1812;1541;1735
95;1877;1490;1726
96;1887;1486;1740
97;1823;1589;1711
98;1658;1475;1702
99;1671;1444;1763
100;1618;1481;1771
101;1690;1463;1689
102;1599;1398;1763
103;1543;1464;1722
104;1631;1491;1849
105;1711;1512;1747
106;1591;1455;1755
107;1596;1443;1745
108;1551;1536;1732
109;1542;1513;1735
110;1588;1412;1699
111;1591;1411;1696
112;1533;1477;1700
113;1590;1470;1727
114;1646;1439;1795
115;1662;1389;1821
116;1625;1390;1802
117;1586;1344;1763
118;1686;1448;1783
119;1702;1339;1823
120;1696;1334;1870
121;1591;1304;1876
122;1664;1313;1896
123;1689;1351;1932
124;1780;1312;1854
125;1689;1361;1821
126;1708;1284;1926
127;1758;1223;1951
128;1712;1209;1898
129;1701;1165;1962
130;1687;1198;1998
131;1648;1127;1908
132;1706;1151;2086
133;1638;1174;2012
134;1715;1152;2055
135;1667;1112;2085
136;1632;1162;2003
137;1628;1101;1999
138;1624;1079;2125
139;1633;1146;2040
140;1669;1161;2130
141;1615;1163;2115
142;1703;1149;2113
143;1698;1140;2159
144;1645;1164;2033
145;1716;1185;2115
146;1703;1243;2063
147;1703;1239;2091
148;1710;1217;1979
149;1649;1206;2007
150;1609;1161;2009
151;1698;1202;1988
152;1698;1243;1971
153;1696;1246;1887
154;1699;1274;1931
155;1699;1241;2038
156;1735;1266;2037
157;1699;1186;2012
158;1604;1213;1971
159;1634;1223;1816
160;1743;1212;1910
161;1720;1200;1949
162;1785;1175;1844
163;1784;1259;1843
164;1721;1227;1837
165;1719;1220;1870
166;1792;1172;1927
167;1692;1171;1891
168;1712;1207;1997
169;1721;1182;1981
170;1757;1293;1960
171;1767;1272;1872
172;1713;1291;1858
173;1744;1407;1859
174;1804;1339;1760
175;1739;1448;1805
176;1733;1460;1774
177;1848;1441;1846
178;1859;1524;1672
179;1889;1604;1883
180;1966;1535;1897
181;1870;1613;1805
182;1930;1648;1828
183;1948;1736;1788
184;1992;1695;1707
185;2037;1721;1836
186;1907;1808;1861
187;2005;1864;1809
188;1966;1865;1877
189;1909;1860;1840
190;1957;1989;1831
191;1985;1905;1706
192;2021;1972;1782
193;2085;1921;1701
194;2023;1993;1553
195;2026;1987;1703
196;2042;1874;1729
197;2205;1876;1728
198;2090;1900;1803
199;2179;1926;1880
200;2206;1839;1852
201;2229;1971;1911
202;2217;1901;1964
203;2260;2039;1902
204;2267;1941;2035
205;2225;2034;2083
206;2153;2079;2030
207;2229;2022;1996
208;2193;2155;1947
209;2274;2018;1877
210;2243;1911;1922
211;2328;2119;1872
212;2213;2194;1871
213;2202;2026;1864
214;2202;1995;1869
215;2286;1968;1893
216;2292;1964;1957
217;2297;2037;1981
218;2366;1976;2020
219;2402;1965;2087
220;2467;2128;2061
221;2510;2133;2018
222;2472;2092;2045
223;2458;1977;2049
224;2464;1986;2114
225;2409;2072;2102
226;2456;2078;1951
227;2395;2084;1970
228;2456;2083;1878
229;2358;2168;1794
230;2444;2143;1725
231;2258;2097;1713
232;2226;2075;1857
233;2173;2024;1878
234;2148;2003;1777
235;2246;1850;1768
236;2201;1983;1785
237;2333;2006;1794
238;2169;2063;1727
239;2259;1975;1767
240;2333;1936;1569
241;2270;1857;1592
242;2220;1713;1413
243;2293;1616;1267
244;2213;1461;1043
245;2270;1404;819
246;2218;1312;721
247;2275;1278;592
248;2151;1149;522
249;2145;946;371
250;2106;844;407
251;2357;829;259
252;2332;784;137
253;2531;814;132
254;2830;800;77
255;13432;1093;429
