0;0;0;0
1;3288;3445;59635
2;3288;3445;59635
3;3288;3445;59635
4;3288;3445;59635
5;3288;3445;59635
6;0;0;0
7;3288;3445;59635
8;3288;3445;59635
9;0;0;0
10;0;0;0
11;3288;3445;59635
12;3288;3445;59635
13;0;0;0
14;3288;3445;59635
15;3288;3445;59635
16;0;0;0
17;3288;3445;59635
18;3288;3550;59521
19;3288;3445;59635
20;0;0;0
21;0;0;0
22;3288;3445;59635
23;0;0;0
24;0;0;0
25;3288;3445;59635
26;3288;3445;59635
27;0;0;0
28;3288;3445;59635
29;0;0;0
30;3288;3445;59635
31;0;0;0
32;3288;3445;59635
33;3288;3445;59635
34;3288;3445;59635
35;3393;3445;59521
36;3288;3445;59635
37;3288;3445;59635
38;3288;3445;59635
39;3393;3445;59521
40;3288;3445;59635
41;3288;3445;59635
42;0;0;0
43;3288;3445;59635
44;3393;3445;59521
45;3288;3445;59635
46;3288;3550;59521
47;3393;3445;59521
48;3288;3445;59635
49;3393;3445;59521
50;3393;3445;59521
51;3288;3445;59635
52;3288;3550;59521
53;0;0;0
54;3288;3445;59635
55;3393;3445;59521
56;3288;3445;59635
57;3288;3550;59521
58;3288;3445;59635
59;3288;3445;59635
60;3288;3445;59635
61;3393;3445;59521
62;3288;3445;59635
63;3393;3445;59521
64;3393;3445;59521
65;3288;3445;59635
66;3288;3445;59635
67;3288;3445;59635
68;3288;3445;59635
69;3288;3550;59521
70;3288;3445;59635
71;3393;3445;59521
72;3288;3445;59635
73;3393;3445;59521
74;3288;3445;59635
75;3288;3445;59635
76;3288;3445;59635
77;3288;3550;59521
78;3288;3445;59635
79;3288;3445;59635
80;3288;3445;59635
81;0;0;0
82;3288;3445;59635
83;3288;3445;59635
84;0;0;0
85;3288;3445;59635
86;3288;3445;59635
87;0;0;0
88;3288;3445;59635
89;0;0;0
90;0;0;0
91;3288;3445;59635
92;0;0;0
93;3288;3550;59521
94;3288;3445;59635
95;3393;3445;59521
96;3288;3445;59635
97;3288;3445;59635
98;0;0;0
99;3288;3445;59635
100;3393;3445;59521
101;3288;3445;59635
102;0;0;0
103;3288;3550;59521
104;3288;3445;59635
105;0;0;0
106;3288;3445;59635
107;3288;3550;59521
108;3393;3445;59521
109;3288;3445;59635
110;3288;3445;59635
111;3288;3445;59635
112;3288;3550;59521
113;3393;3445;59521
114;3288;3445;59635
115;3288;3445;59635
116;0;0;0
117;3288;3445;59635
118;3288;3445;59635
119;0;0;0
120;3288;3445;59635
121;0;0;0
122;0;0;0
123;3288;3445;59635
124;0;0;0
125;0;0;0
126;3288;3445;59635
127;3288;3445;59635
128;3393;3445;59521
129;0;0;0
130;3288;3445;59635
131;3288;3550;59521
132;0;0;0
133;3288;3445;59635
134;3288;3445;59635
135;0;0;0
136;3393;3445;59521
137;3288;3445;59635
138;3393;3445;59521
139;3288;3445;59635
140;0;0;0
141;3288;3445;59635
142;3288;3445;59635
143;3288;3445;59635
144;3288;3550;59521
145;3288;3445;59635
146;0;0;0
147;3288;3445;59635
148;0;0;0
149;3288;3445;59635
150;0;0;0
151;3288;3445;59635
152;3288;3445;59635
153;3288;3445;59635
154;3288;3550;59521
155;3288;3445;59635
156;0;0;0
157;3288;3445;59635
158;0;0;0
159;3288;3445;59635
160;3393;3445;59521
161;0;0;0
162;3288;3445;59635
163;3393;3445;59521
164;3288;3445;59635
165;3393;3445;59521
166;3288;3445;59635
167;0;0;0
168;3288;3445;59635
169;3288;3445;59635
170;3393;3445;59521
171;3288;3445;59635
172;3288;3550;59521
173;3288;3445;59635
174;3288;3445;59635
175;3393;3445;59521
176;3288;3445;59635
177;3288;3445;59635
178;3288;3445;59635
179;3288;3445;59635
180;3288;3445;59635
181;3288;3445;59635
182;3288;3550;59521
183;3288;3550;59521
184;3288;3445;59635
185;3288;3445;59635
186;3288;3445;59635
187;3288;3445;59635
188;3288;3445;59635
189;0;0;0
190;3288;3445;59635
191;3288;3445;59635
192;3288;3445;59635
193;3288;3550;59521
194;3288;3445;59635
195;3393;3445;59521
196;3288;3445;59635
197;3288;3445;59635
198;3288;3550;59521
199;3288;3445;59635
200;3393;3445;59521
201;3288;3445;59635
202;3393;3445;59521
203;3288;3445;59635
204;3288;3445;59635
205;3288;3550;59521
206;3288;3445;59635
207;3288;3445;59635
208;3288;3445;59635
209;3288;3445;59635
210;3288;3445;59635
211;3288;3445;59635
212;3288;3550;59521
213;3288;3445;59635
214;3288;3445;59635
215;3288;3445;59635
216;3288;3550;59521
217;3288;3445;59635
218;3288;3445;59635
219;3288;3445;59635
220;3288;3445;59635
221;3288;3445;59635
222;3288;3550;59521
223;3288;3550;59521
224;3288;3445;59635
225;3288;3445;59635
226;3288;3550;59521
227;3288;3445;59635
228;3288;3445;59635
229;3288;3550;59521
230;3288;3445;59635
231;3288;3445;59635
232;3288;3550;59521
233;3288;3445;59635
234;3288;3445;59635
235;3288;3445;59635
236;3288;3445;59635
237;0;0;0
238;3288;3445;59635
239;0;0;0
240;3288;3445;59635
241;3288;3445;59635
242;3288;3445;59635
243;3288;3445;59635
244;3288;3445;59635
245;3288;3550;59521
246;3288;3445;59635
247;3393;3445;59521
248;3288;3445;59635
249;3288;3550;59521
250;3288;3445;59635
251;3288;3445;59635
252;0;0;0
253;3288;3445;59635
254;0;0;0
255;3288;3445;59635
0;0;0;0
1;3288;3445;59635
2;3288;3445;59635
3;3288;3445;59635
4;3288;3445;59635
5;3288;3445;59635
6;0;0;0
7;3288;3445;59635
8;3288;3445;59635
9;0;0;0
10;0;0;0
11;3288;3445;59635
12;3288;3445;59635
13;0;0;0
14;3288;3445;59635
15;3288;3445;59635
16;0;0;0
17;3288;3445;59635
18;3288;3550;59521
19;3288;3445;59635
20;0;0;0
21;0;0;0
22;3288;3445;59635
23;0;0;0
24;0;0;0
25;3288;3445;59635
26;3288;3445;59635
27;0;0;0
28;3288;3445;59635
29;0;0;0
30;3288;3445;59635
31;0;0;0
32;3288;3445;59635
33;3288;3445;59635
34;3288;3445;59635
35;3393;3445;59521
36;3288;3445;59635
37;3288;3445;59635
38;3288;3445;59635
39;3393;3445;59521
40;3288;3445;59635
41;3288;3445;59635
42;0;0;0
43;3288;3445;59635
44;3393;3445;59521
45;3288;3445;59635
46;3288;3550;59521
47;3393;3445;59521
48;3288;3445;59635
49;3393;3445;59521
50;3393;3445;59521
51;3288;3445;59635
52;3288;3550;59521
53;0;0;0
54;3288;3445;59635
55;3393;3445;59521
56;3288;3445;59635
57;3288;3550;59521
58;3288;3445;59635
59;3288;3445;59635
60;3288;3445;59635
61;3393;3445;59521
62;3288;3445;59635
63;3393;3445;59521
64;3393;3445;59521
65;3288;3445;59635
66;3288;3445;59635
67;3288;3445;59635
68;3288;3445;59635
69;3288;3550;59521
70;3288;3445;59635
71;3393;3445;59521
72;3288;3445;59635
73;3393;3445;59521
74;3288;3445;59635
75;3288;3445;59635
76;3288;3445;59635
77;3288;3550;59521
78;3288;3445;59635
79;3288;3445;59635
80;3288;3445;59635
81;0;0;0
82;3288;3445;59635
83;3288;3445;59635
84;0;0;0
85;3288;3445;59635
86;3288;3445;59635
87;0;0;0
88;3288;3445;59635
89;0;0;0
90;0;0;0
91;3288;3445;59635
92;0;0;0
93;3288;3550;59521
94;3288;3445;59635
95;3393;3445;59521
96;3288;3445;59635
97;3288;3445;59635
98;0;0;0
99;3288;3445;59635
100;3393;3445;59521
101;3288;3445;59635
102;0;0;0
103;3288;3550;59521
104;3288;3445;59635
105;0;0;0
106;3288;3445;59635
107;3288;3550;59521
108;3393;3445;59521
109;3288;3445;59635
110;3288;3445;59635
111;3288;3445;59635
112;3288;3550;59521
113;3393;3445;59521
114;3288;3445;59635
115;3288;3445;59635
116;0;0;0
117;3288;3445;59635
118;3288;3445;59635
119;0;0;0
120;3288;3445;59635
121;0;0;0
122;0;0;0
123;3288;3445;59635
124;0;0;0
125;0;0;0
126;3288;3445;59635
127;3288;3445;59635
128;3393;3445;59521
129;0;0;0
130;3288;3445;59635
131;3288;3550;59521
132;0;0;0
133;3288;3445;59635
134;3288;3445;59635
135;0;0;0
136;3393;3445;59521
137;3288;3445;59635
138;3393;3445;59521
139;3288;3445;59635
140;0;0;0
141;3288;3445;59635
142;3288;3445;59635
143;3288;3445;59635
144;3288;3550;59521
145;3288;3445;59635
146;0;0;0
